what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.paste,1373580546755
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1373580547780
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1373580552454
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1373580553569
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1373580557136
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1373580671867
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1373581264300
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1373581287022
activated,view,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.PackageExplorer,1373581294540
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1373581299774
activated,view,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.PackageExplorer,1373581313441
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1373581318322
activated,view,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.PackageExplorer,1373581363415
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1373581366634
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1373581572768
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1373583089565
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1373655215849
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1373655216560
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1373655217586
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1373655217605
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1373655229681
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1373655510346
activated,view,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.PackageExplorer,1373655513131
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.navigate.collapseAll,1373655513165
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.refresh,1373655521166
